car_id,model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_class,days_before_accident
w14433777p,VW Polo,economy,petrol,5.3,2013,37541,2018,engine_overheat,37
H11593230U,VW Polo,economy,petrol,3.1,2014,70488,2019,engine_overheat,20
h15130253D,Kia Rio X,economy,petrol,4.78,2014,57404,2020,engine_ignition,84
X11054176S,Smart ForTwo,economy,petrol,2.56,2015,85195,2016,break_bug,12
Z-8446585u,Smart Coupe,economy,petrol,4.82,2017,124925,2019,engine_ignition,156
L12738838U,VW Polo,economy,petrol,3.62,2014,71369,2020,break_bug,3
M13557782G,MINI CooperSE,business,electro,3.3,2014,67013,2017,engine_ignition,257
f78630029r,Kia Rio X,economy,petrol,1.86,2012,23636,2016,another_bug,148
O-9483543e,Smart ForFour,economy,petrol,6.46,2014,66105,2020,engine_fuel,6
h-5517689I,Smart Coupe,economy,petrol,6.62,2015,83660,2015,gear_stick,13
I29670539p,VW Polo VI,economy,petrol,4.08,2014,65345,2015,another_bug,60
u-1562836u,Audi A4,premium,petrol,5.56,2013,43451,2020,gear_stick,29
f-1256567w,Skoda Rapid,economy,petrol,4.16,2016,97530,2022,engine_fuel,8
d-1499264O,Hyundai Solaris,economy,petrol,6.18,2013,37077,2019,engine_overheat,69
k-9974810a,Smart Coupe,economy,petrol,5.88,2016,113067,2018,electro_bug,36
I58543255u,Kia Sportage,standart,petrol,4.48,2011,2524,2016,break_bug,3
J-4114552o,VW Polo,economy,petrol,3.86,2014,59925,2015,engine_ignition,66
v-1348159h,Smart Coupe,economy,petrol,4.88,2017,111568,2022,break_bug,29
o-4164928U,VW Polo,economy,petrol,5.24,2012,21138,2019,wheel_shake,11
H44042475h,VW Polo,economy,petrol,3.88,2015,98210,2017,engine_check,48
W67288330r,Renault Sandero,standart,petrol,5.1,2014,62613,2016,engine_fuel,2
o12808130Q,Kia Rio X,economy,petrol,2.66,2012,25637,2017,engine_fuel,5
M-6381482U,Kia Sportage,standart,petrol,4.36,2013,36160,2017,engine_overheat,4
u-1483442N,Mini Cooper,business,petrol,5.4,2012,22537,2015,engine_check,187
S50025102C,Skoda Rapid,economy,petrol,2.54,2017,109901,2017,break_bug,143
w-3920980N,BMW 320i,business,petrol,5.38,2014,67242,2018,engine_check,80
Q12332938h,Kia Rio X,economy,petrol,3.94,2011,445,2021,another_bug,53
j-2299409Z,VW Polo,economy,petrol,4.0,2012,26801,2016,another_bug,18
K11706281f,Renault Kaptur,standart,petrol,3.4,2015,85456,2019,engine_overheat,34
O-2486036j,Fiat 500,business,petrol,5.1,2012,18532,2016,engine_overheat,52
t-8810902I,VW Tiguan,economy,petrol,5.32,2017,118747,2018,wheel_shake,137
h20475534X,Kia Rio X,economy,petrol,3.5,2013,47829,2018,engine_fuel,9
q-2262220H,Smart ForTwo,economy,petrol,5.38,2014,66518,2017,engine_check,34
V86791015e,Smart ForFour,economy,petrol,3.68,2017,122539,2020,gear_stick,148
k-4177928A,VW Polo VI,economy,petrol,5.08,2013,43755,2022,engine_overheat,38
i12582651H,Skoda Rapid,economy,petrol,3.98,2016,106360,2019,another_bug,31
D-8879476a,Smart ForFour,economy,petrol,4.94,2017,123522,2021,electro_bug,70
A-4388746k,VW Tiguan,economy,petrol,4.42,2017,124735,2022,engine_fuel,137
v10840367M,Kia Sportage,standart,petrol,4.4,2013,41512,2022,engine_ignition,35
T69253406y,VW Polo VI,economy,petrol,3.08,2014,62414,2020,electro_bug,39
C17218196q,Smart Coupe,economy,petrol,1.94,2017,118960,2015,break_bug,33
Y22725587G,Smart Coupe,economy,petrol,4.52,2016,119546,2019,wheel_shake,5
D-1297931h,Smart ForFour,economy,petrol,4.52,2013,43144,2014,electro_bug,9
o-3452756G,BMW 320i,business,petrol,4.86,2017,123446,2018,electro_bug,197
o-3097493N,Smart Coupe,economy,petrol,4.4,2016,99622,2015,wheel_shake,8
U-1111974C,Kia Rio,economy,petrol,6.22,2013,48222,2016,break_bug,34
Y-1175573T,Kia Rio,economy,petrol,3.7,2014,59519,2018,engine_fuel,18
R-1348537L,Renault Sandero,standart,petrol,4.84,2015,76373,2021,engine_ignition,40
G-6080211i,Kia Rio X-line,economy,petrol,5.68,2013,39878,2017,another_bug,117
N18096525X,VW Polo VI,economy,petrol,3.94,2015,87410,2018,engine_fuel,18
Z-1507790Z,Renault Kaptur,standart,petrol,7.0,2014,60667,2016,engine_ignition,52
n20176674t,VW Tiguan,economy,petrol,3.44,2016,93902,2018,engine_ignition,60
a22370652k,Kia Rio,economy,petrol,4.56,2013,46108,2021,break_bug,10
y-1494852A,Hyundai Solaris,economy,petrol,4.04,2013,46673,2018,engine_fuel,19
n-9327549l,Hyundai Solaris,economy,petrol,4.88,2012,24217,2015,wheel_shake,2
I20629724K,Nissan Qashqai,standart,petrol,4.16,2015,82296,2015,gear_stick,33
P33310269L,Audi A4,premium,petrol,3.0,2016,110790,2018,engine_overheat,39
D-2197400i,Hyundai Solaris,economy,petrol,5.14,2015,89915,2021,another_bug,9
o-1745163l,Smart ForFour,economy,petrol,5.5,2016,97488,2017,engine_ignition,79
V96754329h,Audi Q3,premium,petrol,4.0,2017,134712,2021,engine_fuel,156
Y17319354d,Smart ForFour,economy,petrol,3.32,2017,123031,2018,engine_ignition,204
k11526558b,Renault Sandero,standart,petrol,2.48,2014,60936,2018,engine_overheat,4
T-9114355z,Kia Sportage,standart,petrol,5.84,2014,65927,2021,engine_check,27
W-1538165q,Audi Q3,premium,petrol,5.18,2014,56871,2019,engine_fuel,104
P86492880m,Hyundai Solaris,economy,petrol,3.08,2013,43200,2017,engine_fuel,17
a56690336a,Skoda Rapid,economy,petrol,3.02,2015,84606,2020,engine_ignition,24
d49016497x,Kia Sportage,standart,petrol,3.7,2014,64602,2020,engine_fuel,15
p17927557N,VW Polo,economy,petrol,2.86,2013,37381,2018,engine_fuel,2
f-1833647Q,Smart ForFour,economy,petrol,4.98,2014,60544,2020,engine_ignition,50
G-5802745y,Skoda Rapid,economy,petrol,5.22,2013,51503,2018,wheel_shake,8
n72821280e,Smart ForFour,economy,petrol,3.5,2017,110571,2016,engine_overheat,28
I14877267r,Smart ForTwo,economy,petrol,2.48,2015,75096,2018,electro_bug,32
n19095522k,Kia Rio X,economy,petrol,4.2,2013,47381,2016,engine_overheat,20
M16247717Y,Smart ForFour,economy,petrol,3.66,2014,67572,2015,break_bug,30
K94908453V,Smart Coupe,economy,petrol,3.2,2016,93891,2021,engine_fuel,24
C-1615695X,Skoda Rapid,economy,petrol,3.88,2014,58680,2014,gear_stick,24
k25002330L,MINI CooperSE,business,electro,4.44,2015,74028,2017,engine_check,349
K23027223e,Smart ForTwo,economy,petrol,3.82,2017,127971,2022,electro_bug,157
e-2141689x,Smart ForFour,economy,petrol,5.38,2015,88111,2018,gear_stick,23
i-2296057M,Hyundai Solaris,economy,petrol,5.2,2015,86195,2018,electro_bug,43
j10329551Q,VW Polo VI,economy,petrol,3.08,2013,37113,2015,gear_stick,14
U43132093r,Audi Q3,premium,petrol,4.68,2017,123612,2020,engine_overheat,171
P22362100d,VW Polo VI,economy,petrol,4.16,2011,7408,2019,another_bug,25
q11710186w,Hyundai Solaris,economy,petrol,4.88,2011,3402,2021,engine_check,42
u-1256596i,Renault Sandero,standart,petrol,4.46,2012,25331,2018,gear_stick,11
b-1441595E,Mini Cooper,business,petrol,4.06,2011,4287,2018,engine_fuel,35
C88130543S,Hyundai Solaris,economy,petrol,4.26,2015,82124,2016,electro_bug,30
k-2258315m,Kia Sportage,standart,petrol,6.18,2014,63172,2015,engine_ignition,43
u-8880366u,Renault Sandero,standart,petrol,5.32,2015,77837,2017,engine_fuel,32
L73176899o,Smart ForFour,economy,petrol,4.84,2016,102637,2022,engine_check,48
j10534290W,Hyundai Solaris,economy,petrol,4.3,2013,48613,2018,break_bug,5
W-1261565K,Kia Sportage,standart,petrol,5.16,2015,86859,2018,another_bug,68
f21748487q,Smart ForFour,economy,petrol,4.16,2015,82733,2016,another_bug,33
N-3700375g,Audi Q3,premium,petrol,6.0,2015,85995,2017,another_bug,81
W11094351T,Renault Kaptur,standart,petrol,3.46,2014,54853,2020,engine_overheat,6
e-1632869f,VW Polo,economy,petrol,4.48,2015,84498,2015,engine_overheat,73
A-7245140H,VW Polo VI,economy,petrol,4.42,2011,286,2016,gear_stick,16
a38819194R,Nissan Qashqai,standart,petrol,3.36,2014,67444,2022,gear_stick,8
D88344444z,VW Polo,economy,petrol,3.1,2014,60207,2022,engine_ignition,108
E-2196240r,Kia Rio X,economy,petrol,3.96,2015,84437,2019,break_bug,12
P58511672r,Kia Rio X,economy,petrol,4.36,2012,24978,2016,gear_stick,11
U19913900a,Kia Rio,economy,petrol,4.38,2012,21139,2018,break_bug,17
X88728094G,Renault Sandero,standart,petrol,3.9,2015,75874,2020,engine_overheat,13
K14458511K,Skoda Rapid,economy,petrol,3.46,2017,138813,2018,break_bug,126
d-3934635Q,Kia Rio X-line,economy,petrol,6.76,2013,45317,2021,wheel_shake,15
S-8631452Q,VW Tiguan,economy,petrol,3.76,2015,78146,2022,engine_check,35
Q58926665G,Renault Sandero,standart,petrol,4.32,2012,24647,2019,engine_fuel,19
W-1652862N,Nissan Qashqai,standart,petrol,3.4,2013,50678,2018,engine_overheat,9
X18004949I,Kia Rio X-line,economy,petrol,4.04,2011,1053,2015,another_bug,29
E-4467489A,Nissan Qashqai,standart,petrol,4.18,2013,42041,2018,engine_fuel,6
p15480858O,Smart ForTwo,economy,petrol,5.48,2013,41678,2021,engine_check,18
e64842741d,Kia Rio X-line,economy,petrol,4.06,2011,2206,2020,break_bug,33
f-6608406e,Audi Q3,premium,petrol,4.42,2017,139872,2017,engine_overheat,105
f-1958284u,VW Polo VI,economy,petrol,4.96,2011,5779,2020,another_bug,64
I-5997907e,Hyundai Solaris,economy,petrol,4.98,2011,6502,2016,engine_fuel,9
A-1079539w,Renault Kaptur,standart,petrol,5.4,2014,76591,2015,engine_overheat,26
G-1995566F,Kia Rio,economy,petrol,5.92,2015,86397,2016,electro_bug,23
o25113856w,Kia Sportage,standart,petrol,3.42,2013,41053,2020,gear_stick,16
Z-6848638K,Smart Coupe,economy,petrol,4.32,2015,78524,2018,wheel_shake,38
L-8838271K,Kia Rio X-line,economy,petrol,4.88,2013,42058,2014,engine_fuel,25
S16201816J,Hyundai Solaris,economy,petrol,3.76,2011,1312,2015,another_bug,30
W-5465085u,Fiat 500,business,petrol,5.98,2014,61075,2016,engine_check,98
i-1727733j,Renault Sandero,standart,petrol,3.76,2011,6833,2021,engine_overheat,37
I-2277221J,Hyundai Solaris,economy,petrol,4.92,2014,56415,2017,engine_fuel,4
J12910153n,Kia Rio X-line,economy,petrol,4.6,2011,3035,2019,electro_bug,9
N76275408I,Smart ForFour,economy,petrol,4.86,2017,114970,2019,engine_check,140
t11302884D,Hyundai Solaris,economy,petrol,2.5,2013,53632,2019,engine_fuel,8
R-2936061K,Mercedes-Benz GLC,business,petrol,4.56,2015,88920,2019,engine_overheat,161
v-1922740b,Renault Sandero,standart,petrol,4.16,2013,37113,2016,engine_check,90
m22595960l,VW Tiguan,economy,petrol,2.7,2016,97362,2018,engine_ignition,37
m-1081136r,Nissan Qashqai,standart,petrol,5.84,2011,3443,2016,another_bug,80
T-4791409E,Kia Rio X,economy,petrol,4.94,2014,68375,2020,break_bug,8
H22874195d,VW Polo VI,economy,petrol,2.98,2011,1184,2019,engine_overheat,4
C13109091o,VW Tiguan,economy,petrol,3.9,2013,48229,2019,engine_ignition,70
h14762717O,Smart ForFour,economy,petrol,3.54,2017,121535,2021,another_bug,131
M-1111680h,Renault Sandero,standart,petrol,4.74,2011,10397,2020,engine_ignition,97
f-1640048B,Kia Rio X,economy,petrol,5.88,2015,77785,2019,another_bug,35
C-1072482Q,VW Polo VI,economy,petrol,4.6,2015,87101,2016,engine_fuel,3
R63811585p,VW Tiguan,economy,petrol,2.92,2014,56278,2020,engine_overheat,8
d-1051262p,Smart ForFour,economy,petrol,4.38,2013,37920,2015,engine_overheat,10
i11748425a,Smart ForFour,economy,petrol,3.26,2015,77266,2018,gear_stick,28
a97165984P,Nissan Qashqai,standart,petrol,3.88,2013,48536,2022,another_bug,23
P20515953Y,VW Polo VI,economy,petrol,2.62,2013,42127,2018,break_bug,17
M-1963958p,Renault Kaptur,standart,petrol,4.48,2014,58255,2017,engine_fuel,4
o21869800I,Smart ForFour,economy,petrol,3.36,2015,88730,2015,electro_bug,24
t87727056H,Skoda Rapid,economy,petrol,3.8,2013,45784,2015,engine_ignition,85
k21821329d,Renault Sandero,standart,petrol,4.06,2014,62443,2019,engine_fuel,29
e-1793470V,VW Polo VI,economy,petrol,3.0,2014,65351,2021,engine_overheat,8
U-6122657S,Skoda Rapid,economy,petrol,6.0,2014,68017,2014,electro_bug,13
N41647899e,Kia Rio X-line,economy,petrol,3.8,2011,4544,2015,engine_overheat,30
N22527355E,VW Polo,economy,petrol,2.58,2015,86219,2017,engine_fuel,21
H17549143D,Hyundai Solaris,economy,petrol,5.06,2015,92005,2018,break_bug,16
h-2128254A,Skoda Rapid,economy,petrol,4.48,2015,74879,2017,electro_bug,18
e11547536L,Kia Rio X-line,economy,petrol,3.8,2015,93813,2021,gear_stick,9
y-3814795q,Smart ForFour,economy,petrol,5.02,2015,82138,2020,break_bug,14
V12462480t,Smart Coupe,economy,petrol,3.76,2016,102285,2021,engine_check,42
p22133368b,Tesla Model 3,premium,electro,3.06,2014,66621,2019,electro_bug,722
M-1786506l,Kia Sportage,standart,petrol,5.24,2014,57237,2017,break_bug,9
E-1192475T,Renault Sandero,standart,petrol,5.7,2015,81063,2020,engine_overheat,20
E11949860p,Audi Q3,premium,petrol,2.0,2017,135954,2022,gear_stick,144
h-2096845p,Smart Coupe,economy,petrol,4.76,2014,65374,2017,engine_check,39
G17430753s,VW Polo VI,economy,petrol,4.64,2012,23321,2021,gear_stick,46
w-5388022o,Renault Kaptur,standart,petrol,4.7,2013,48318,2020,another_bug,34
B25854093d,Nissan Qashqai,standart,petrol,4.04,2011,7381,2021,engine_fuel,4
Z69629123S,Hyundai Solaris,economy,petrol,3.92,2013,36824,2016,engine_check,42
h-1428946I,VW Polo VI,economy,petrol,4.64,2014,53211,2019,wheel_shake,7
S-1358921N,VW Polo,economy,petrol,6.36,2014,59952,2019,another_bug,79
Z60401723J,Kia Sportage,standart,petrol,4.84,2012,24305,2017,engine_overheat,26
s18901076N,Renault Sandero,standart,petrol,4.0,2015,76276,2016,another_bug,70
V-1176448O,Kia Sportage,standart,petrol,4.18,2011,3472,2019,engine_overheat,18
j26265780j,Skoda Rapid,economy,petrol,3.94,2014,59947,2017,engine_ignition,26
r48172718A,Skoda Rapid,economy,petrol,4.0,2014,58143,2019,gear_stick,9
d-8002745O,Nissan Qashqai,standart,petrol,4.7,2015,86086,2017,electro_bug,35
q-1487182h,VW Tiguan,economy,petrol,6.34,2015,82698,2018,wheel_shake,6
D-8569809Z,Renault Sandero,standart,petrol,5.06,2012,24403,2021,gear_stick,17
v-1780358c,BMW 320i,business,petrol,4.92,2016,101821,2019,engine_ignition,212
I-1820859i,Renault Sandero,standart,petrol,5.72,2015,81120,2019,gear_stick,18
q22680253Z,Audi A3,premium,petrol,3.86,2014,63825,2019,engine_ignition,102
E-1232264m,VW Polo VI,economy,petrol,5.76,2013,41722,2021,engine_check,94
Z12282683t,MINI CooperSE,business,electro,3.84,2014,61001,2020,engine_overheat,58
w-4694330w,Kia Sportage,standart,petrol,4.32,2013,41311,2018,another_bug,44
u41475684g,Kia Rio X-line,economy,petrol,4.44,2015,76977,2017,electro_bug,9
v22877971A,VW Polo VI,economy,petrol,3.32,2015,75595,2021,another_bug,108
U-1810601i,VW Polo VI,economy,petrol,4.5,2012,24759,2017,break_bug,16
f-1733732O,Kia Rio X,economy,petrol,4.28,2014,61920,2018,engine_fuel,4
T89595628a,Kia Rio X-line,economy,petrol,4.1,2011,3523,2015,another_bug,16
Z-2109687y,Hyundai Solaris,economy,petrol,5.76,2013,45373,2017,wheel_shake,6
r21497854N,Kia Rio X-line,economy,petrol,3.84,2013,48566,2016,wheel_shake,19
U59594722h,Fiat 500,business,petrol,3.48,2012,25103,2021,break_bug,39
v-9816729Z,Renault Kaptur,standart,petrol,5.78,2013,52799,2015,another_bug,15
h-1856871O,Mercedes-Benz GLC,business,petrol,4.64,2014,69197,2016,gear_stick,139
r66547692x,Renault Kaptur,standart,petrol,3.34,2011,4187,2019,gear_stick,31
H22956801B,Kia Sportage,standart,petrol,3.82,2015,90120,2021,electro_bug,28
E-1030575F,VW Tiguan,economy,petrol,5.4,2016,114326,2021,break_bug,5
K14620940o,Smart Coupe,economy,petrol,3.18,2014,65106,2015,break_bug,12
M65548078V,Kia Sportage,standart,petrol,3.72,2011,3890,2020,break_bug,24
N-1726327i,VW Polo,economy,petrol,5.56,2013,46364,2019,engine_check,40
w-1247066y,VW Polo,economy,petrol,5.04,2011,157,2019,engine_ignition,38
g42249929i,Skoda Rapid,economy,petrol,4.64,2015,92111,2016,gear_stick,10
a20879753i,Smart Coupe,economy,petrol,3.02,2017,115478,2020,wheel_shake,125
R-1015571o,VW Tiguan,economy,petrol,4.74,2017,129005,2019,engine_fuel,39
D18873569A,Smart ForFour,economy,petrol,4.46,2016,102415,2017,wheel_shake,29
P-1424840K,VW Polo VI,economy,petrol,4.84,2014,74847,2017,wheel_shake,15
u-1813398B,Smart ForTwo,economy,petrol,4.42,2017,114610,2016,gear_stick,26
o-9110587W,Nissan Qashqai,standart,petrol,4.76,2012,21879,2016,engine_ignition,59
U10311712e,VW Polo,economy,petrol,6.08,2011,2409,2018,engine_overheat,6
m-1088453g,Kia Sportage,standart,petrol,6.0,2012,21852,2022,engine_fuel,14
f-7120148O,Renault Kaptur,standart,petrol,5.4,2013,47335,2016,gear_stick,14
f43525913Z,Kia Rio X-line,economy,petrol,5.48,2014,59615,2019,engine_ignition,32
V-1004656F,Nissan Qashqai,standart,petrol,5.62,2015,82262,2015,engine_ignition,37
N-1585083b,VW Tiguan,economy,petrol,5.12,2017,126222,2020,wheel_shake,29
t15843955M,Smart Coupe,economy,petrol,3.5,2014,71510,2018,gear_stick,13
N-3512121s,VW Polo VI,economy,petrol,5.24,2015,86101,2019,gear_stick,8
E-2184088G,Smart ForFour,economy,petrol,5.5,2014,63542,2016,electro_bug,35
h15062276x,Hyundai Solaris,economy,petrol,3.74,2013,42849,2019,engine_overheat,20
s90558240D,Fiat 500,business,petrol,2.38,2014,63913,2016,engine_overheat,74
L-1816115Y,Kia Rio X,economy,petrol,5.04,2011,754,2016,engine_overheat,54
i40584522k,Renault Kaptur,standart,petrol,3.88,2015,86494,2020,another_bug,14
A-1680490U,Smart ForFour,economy,petrol,5.78,2016,102391,2022,break_bug,10
u12261336F,Renault Kaptur,standart,petrol,3.2,2012,22394,2017,gear_stick,15
q-1248463u,Hyundai Solaris,economy,petrol,6.64,2012,29637,2016,another_bug,20
m52656713y,Audi A3,premium,petrol,4.32,2016,108130,2022,engine_check,144
L-6228218t,VW Polo,economy,petrol,4.48,2014,56407,2016,break_bug,16
k40909397b,VW Polo,economy,petrol,3.08,2012,25288,2017,break_bug,14
A-1721538a,Skoda Rapid,economy,petrol,5.04,2017,125139,2018,break_bug,137
p14707024B,Smart Coupe,economy,petrol,4.42,2015,91880,2018,engine_ignition,62
u-1058332x,Kia Rio,economy,petrol,6.02,2014,69822,2021,electro_bug,30
w13176062d,Kia Sportage,standart,petrol,2.32,2014,65658,2015,gear_stick,22
B13169162p,Smart ForFour,economy,petrol,3.86,2014,64041,2018,engine_fuel,5
f17933532Q,Skoda Rapid,economy,petrol,3.5,2016,103775,2015,electro_bug,21
P-1313124Y,Nissan Qashqai,standart,petrol,6.0,2013,41511,2019,engine_overheat,8
F14063148j,Nissan Qashqai,standart,petrol,3.96,2014,64325,2022,engine_overheat,52
J79491457w,Kia Rio X,economy,petrol,4.4,2012,23356,2016,electro_bug,24
o73706221L,Smart ForTwo,economy,petrol,3.16,2017,122443,2017,engine_ignition,102
Q13493762f,Kia Rio X-line,economy,petrol,3.52,2015,92913,2021,engine_check,48
I12233871v,VW Polo VI,economy,petrol,4.5,2013,42257,2020,gear_stick,6
A19937465q,VW Polo,economy,petrol,2.74,2012,24355,2016,electro_bug,19
i12150044m,Kia Rio X-line,economy,petrol,4.14,2015,75997,2017,break_bug,7
E-1571710h,Nissan Qashqai,standart,petrol,7.52,2013,44824,2022,engine_fuel,17
R61678217L,Kia Rio X-line,economy,petrol,4.6,2014,57754,2020,wheel_shake,5
k-1178981C,Renault Sandero,standart,petrol,4.48,2014,61198,2022,engine_fuel,23
M77185218x,Smart Coupe,economy,petrol,3.3,2016,107605,2017,engine_fuel,16
k11391896M,Hyundai Solaris,economy,petrol,2.22,2015,80826,2019,engine_check,28
l-3474389b,Kia Rio X,economy,petrol,6.3,2015,80519,2020,engine_overheat,14
x-1367493b,Smart ForFour,economy,petrol,4.7,2017,115733,2015,gear_stick,152
N28690532T,Kia Rio,economy,petrol,4.26,2015,74254,2020,engine_fuel,4
M20461177C,Hyundai Solaris,economy,petrol,2.98,2011,3363,2019,engine_check,30
v-1950459j,Smart ForFour,economy,petrol,5.94,2013,42259,2015,engine_fuel,11
P-1366157f,Skoda Rapid,economy,petrol,5.88,2017,139800,2015,another_bug,84
k-2198355u,Nissan Qashqai,standart,petrol,5.36,2012,23489,2021,electro_bug,12
r-2272437U,VW Tiguan,economy,petrol,4.88,2017,131753,2017,engine_overheat,124
H-1610911B,Kia Rio,economy,petrol,5.04,2014,56294,2019,engine_check,15
o-4950899p,Kia Sportage,standart,petrol,3.78,2011,874,2017,gear_stick,14
q-4569496u,VW Polo VI,economy,petrol,4.7,2013,49088,2020,engine_ignition,54
B14927437i,Smart ForFour,economy,petrol,1.24,2013,45799,2019,break_bug,27
E13226619z,Kia Sportage,standart,petrol,2.6,2011,5091,2015,electro_bug,32
g-1495042h,Smart Coupe,economy,petrol,3.98,2017,122669,2018,another_bug,142
a-1279143n,Kia Sportage,standart,petrol,4.92,2014,58448,2019,engine_check,31
n84700288Y,VW Tiguan,economy,petrol,4.24,2017,108391,2019,another_bug,180
P94483357J,Hyundai Solaris,economy,petrol,3.4,2011,919,2015,engine_check,31
e-1100534R,Nissan Qashqai,standart,petrol,4.74,2013,46315,2019,electro_bug,12
p-1097843f,Skoda Rapid,economy,petrol,5.22,2016,98348,2018,engine_fuel,3
k28316812g,Kia Rio X,economy,petrol,2.92,2013,45449,2017,engine_overheat,33
T77801635B,Skoda Rapid,economy,petrol,3.9,2016,96756,2015,engine_fuel,17
z-3757964J,Smart ForTwo,economy,petrol,4.86,2013,44050,2018,gear_stick,21
n83325059s,Smart ForTwo,economy,petrol,3.84,2017,111010,2019,electro_bug,49
n-5592412g,VW Polo VI,economy,petrol,3.94,2014,57442,2022,wheel_shake,10
X20156241e,Mercedes-Benz GLC,business,petrol,2.8,2013,47600,2018,electro_bug,202
v-3839326y,Renault Kaptur,standart,petrol,4.88,2013,42724,2020,break_bug,10
d21849459k,BMW 320i,business,petrol,2.96,2014,64165,2016,engine_ignition,191
V11493739H,Kia Rio X,economy,petrol,3.1,2015,87664,2022,gear_stick,6
e-1713473l,Smart ForFour,economy,petrol,4.5,2013,46755,2021,gear_stick,21
o-1428006H,Renault Sandero,standart,petrol,4.36,2012,20432,2020,electro_bug,12
P-1019884q,Nissan Qashqai,standart,petrol,3.92,2015,89281,2017,engine_overheat,6
a-1405894q,Kia Rio X,economy,petrol,6.02,2012,22574,2020,engine_ignition,49
d-7666372x,Kia Rio X,economy,petrol,5.24,2012,20262,2017,another_bug,32
Z-1984492i,Kia Rio,economy,petrol,5.18,2011,3357,2018,break_bug,12
r10507876y,Audi A3,premium,petrol,3.82,2015,81606,2022,break_bug,88
N12915117c,Smart ForFour,economy,petrol,3.84,2013,44430,2018,engine_overheat,6
s48916749r,Renault Kaptur,standart,petrol,3.84,2014,66841,2017,engine_check,24
x-8009442a,Smart ForTwo,economy,petrol,4.58,2015,81205,2015,engine_fuel,9
V-9605877z,Mercedes-Benz E200,business,petrol,4.58,2015,78142,2018,break_bug,27
J12356869N,Kia Rio X-line,economy,petrol,3.44,2011,684,2022,electro_bug,7
A14283545z,VW Tiguan,economy,petrol,4.02,2016,97382,2021,electro_bug,5
q11931054T,Kia Sportage,standart,petrol,3.9,2013,48212,2021,another_bug,28
a18429533v,Kia Rio X-line,economy,petrol,3.78,2014,67369,2015,another_bug,10
Z13225783s,Hyundai Solaris,economy,petrol,2.94,2015,89528,2014,engine_check,44
r-5143581F,Kia Rio X,economy,petrol,4.78,2014,65533,2016,engine_overheat,18
I38773245A,Kia Sportage,standart,petrol,3.66,2015,82643,2015,engine_check,30
Z34825463y,Smart ForFour,economy,petrol,3.52,2017,109979,2019,gear_stick,24
Z22393693I,Smart Coupe,economy,petrol,4.18,2016,112554,2016,engine_fuel,11
Z-2191916Z,Renault Sandero,standart,petrol,6.54,2014,61535,2019,electro_bug,13
v-9686944h,Kia Rio X,economy,petrol,4.52,2013,41486,2015,another_bug,6
Y74309277t,VW Polo VI,economy,petrol,5.12,2013,39034,2016,engine_check,28
O-2071605g,Kia Rio X,economy,petrol,4.46,2012,21720,2014,engine_check,25
N-5150907H,VW Tiguan,economy,petrol,7.1,2017,128357,2017,engine_fuel,31
L-2259780s,Skoda Rapid,economy,petrol,4.46,2017,126002,2019,gear_stick,26
O25177740V,Kia Rio X-line,economy,petrol,5.54,2011,10773,2019,another_bug,26
h64057348f,Smart ForTwo,economy,petrol,3.18,2017,120576,2018,gear_stick,36
i-3471993K,Smart Coupe,economy,petrol,4.52,2017,111195,2019,wheel_shake,34
o30401798v,Kia Rio,economy,petrol,2.96,2012,28396,2020,gear_stick,22
s11758995J,Kia Rio X-line,economy,petrol,2.72,2014,68182,2017,another_bug,13
m13716525T,VW Tiguan,economy,petrol,1.82,2017,129279,2022,break_bug,31
I22962781q,Renault Sandero,standart,petrol,3.74,2015,83184,2018,engine_overheat,7
i-2002618e,Skoda Rapid,economy,petrol,5.58,2013,48904,2020,gear_stick,19
S13436513x,Mercedes-Benz E200,business,petrol,2.84,2014,59272,2018,gear_stick,161
a11027421p,Nissan Qashqai,standart,petrol,3.24,2012,18584,2018,engine_ignition,51
c-6945557y,Smart ForFour,economy,petrol,5.06,2015,76507,2018,engine_overheat,55
c-6308705d,Hyundai Solaris,economy,petrol,3.84,2012,26757,2020,electro_bug,14
P-2109405G,Renault Sandero,standart,petrol,4.78,2014,63429,2021,break_bug,29
X-2155322c,VW Tiguan,economy,petrol,4.96,2017,120027,2021,electro_bug,39
e-4777482n,Kia Rio,economy,petrol,4.58,2014,56381,2019,another_bug,22
r-1093205B,Renault Kaptur,standart,petrol,6.42,2011,9823,2014,another_bug,51
l-6384509w,Smart ForTwo,economy,petrol,6.98,2014,66214,2017,engine_check,52
p60146435a,Smart ForTwo,economy,petrol,3.38,2016,110875,2015,engine_check,32
p-2236312n,VW Tiguan,economy,petrol,4.98,2016,106404,2018,gear_stick,5
a-2141621o,VW Tiguan,economy,petrol,5.08,2013,51808,2018,wheel_shake,22
l21588657Q,Smart ForFour,economy,petrol,4.14,2016,107887,2017,engine_check,34
u93240925H,Kia Rio X,economy,petrol,4.94,2015,81847,2017,engine_check,37
B22565681K,Nissan Qashqai,standart,petrol,3.28,2015,87067,2014,gear_stick,7
l-1476769O,Renault Sandero,standart,petrol,3.62,2013,52024,2017,engine_overheat,24
S-1091522c,VW Tiguan,economy,petrol,4.74,2016,106795,2019,engine_ignition,30
Y-1061099U,Nissan Qashqai,standart,petrol,4.82,2012,22423,2019,another_bug,92
W36422656G,VW Polo,economy,petrol,4.34,2015,85489,2016,break_bug,5
